Year	113 Cause Name	Cause Name	State	Deaths	Age-adjusted Death Rate
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	111	20.4
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	110	9.9
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	109	21.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	109	11.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	108	13.5
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Hawaii	107	8.2
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	107	11.7
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	106	11.3
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	106	15.6
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	106	15.7
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	106	14.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	105	14
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	105	20.8
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	105	11
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	105	15.2
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	105	9.5
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	103	13.7
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	103	14.8
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	102	15.9
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	102	13.5
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	102	12.5
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	101	19.3
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	101	8.9
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	98	20.3
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Alaska	96	16.8
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	96	9.1
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	96	8.8
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	95	12.7
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	95	10.6
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	95	14.2
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	South Dakota	94	12.3
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	94	11.4
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	94	14.1
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	93	11
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	93	14.5
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	92	14.3
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	92	13.7
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	91	14.3
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	91	10.3
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	90	17.3
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	90	13.3
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	90	8.2
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	90	13.9
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	89	13.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	88	8.1
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	88	17.5
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	87	13
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	87	13
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	86	11
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	86	7.9
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	86	13.1
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	85	7.6
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	84	7.7
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	83	16.8
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Wyoming	83	16.4
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	83	13
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	83	9.7
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	82	10.4
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	81	12.3
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	81	12.2
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	79	12.7
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	78	12.5
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	77	12.3
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	75	7.1
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Delaware	74	9.1
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	73	11.1
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	73	11.1
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	72	11.4
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Rhode Island	71	6.3
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	North Dakota	68	10.4
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	Vermont	63	10.3
2014	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	52	7.8
2008	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	43	7.3
2010	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	41	6.9
2001	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	40	6.5
2016	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	40	5.2
2013	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	38	5.7
2011	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	37	5.6
2012	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	37	5.7
2003	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	36	6.1
2007	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	36	6
2015	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	34	4.9
2004	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	33	5.5
2005	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	33	5.4
2002	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	31	5.2
1999	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	30	5.1
2006	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	30	5.2
2009	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	29	4.4
2000	Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)	Suicide	District of Columbia	23	3.8
